Category	Date	PdDistrict	X	Y	Location
VEHICLE THEFT	3/10/17	SOUTHERN	-122.3929409	37.7860677	"(37.78606770215289, -122.39294094866274)"
VEHICLE THEFT	10/21/17	RICHMOND	-122.4665582	37.78376764	"(37.78376763931435, -122.46655818325493)"
VEHICLE THEFT	4/15/17	MISSION	-122.4181373	37.74904131	"(37.74904130936335, -122.41813729050082)"
VEHICLE THEFT	10/24/17	INGLESIDE	-122.4060367	37.74407618	"(37.744076182479304, -122.40603671059402)"
VEHICLE THEFT	10/24/17	RICHMOND	-122.4835558	37.78586905	"(37.78586904996258, -122.48355583388505)"
VEHICLE THEFT	2/23/17	MISSION	-122.4039084	37.7497249	"(37.74972490292504, -122.40390842060734)"
VEHICLE THEFT	2/22/17	MISSION	-122.4117999	37.76839906	"(37.76839905580044, -122.41179987470443)"
VEHICLE THEFT	2/16/17	NORTHERN	-122.4341214	37.78603305	"(37.78603304973269, -122.4341213560012)"
VEHICLE THEFT	10/25/17	TARAVAL	-122.5011132	37.75406358	"(37.75406357841678, -122.50111324961574)"
VEHICLE THEFT	10/25/17	NORTHERN	-122.4184847	37.78772454	"(37.78772453643351, -122.41848465223089)"
VEHICLE THEFT	10/23/17	INGLESIDE	-122.4300723	37.7374494	"(37.73744939610803, -122.43007232511405)"
VEHICLE THEFT	10/25/17	INGLESIDE	-122.4437061	37.71359323	"(37.713593232476114, -122.44370609922512)"
VEHICLE THEFT	10/26/17	NORTHERN	-122.4192347	37.77577842	"(37.77577841769237, -122.41923466231681)"
VEHICLE THEFT	10/26/17	INGLESIDE	-122.4185845	37.73929891	"(37.73929890906178, -122.41858453085088)"
VEHICLE THEFT	10/26/17	BAYVIEW	-122.3959464	37.72171695	"(37.72171695427935, -122.39594640666317)"
VEHICLE THEFT	10/24/17	CENTRAL	-122.4106268	37.79088068	"(37.79088068339401, -122.41062681281464)"
VEHICLE THEFT	2/23/17	NORTHERN	-122.4188096	37.78123526	"(37.78123525698999, -122.41880958137475)"
VEHICLE THEFT	1/2/17	INGLESIDE	-122.4419881	37.72500636	"(37.72500636265249, -122.44198811653808)"
VEHICLE THEFT	1/5/17	TARAVAL	-122.4641277	37.72697328	"(37.726973279463884, -122.46412768386631)"
VEHICLE THEFT	1/22/17	MISSION	-122.4106161	37.76623807	"(37.76623807045301, -122.41061605982891)"
VEHICLE THEFT	6/11/17	PARK	-122.4612135	37.75449645	"(37.754496445092464, -122.4612135015386)"
VEHICLE THEFT	6/21/17	MISSION	-122.4365275	37.75353944	"(37.75353943794877, -122.43652748246646)"
VEHICLE THEFT	3/2/17	NORTHERN	-122.4210968	37.78429378	"(37.78429378029769, -122.42109679693633)"
VEHICLE THEFT	3/3/17	SOUTHERN	-122.3973888	37.78255435	"(37.78255434524264, -122.39738878482612)"
VEHICLE THEFT	3/16/17	NORTHERN	-122.4211952	37.78475366	"(37.78475365775609, -122.42119522181522)"
VEHICLE THEFT	3/16/17	PARK	-122.446484	37.75013019	"(37.75013018633028, -122.4464839881746)"
VEHICLE THEFT	2/22/17	CENTRAL	-122.4089525	37.80327848	"(37.803278482403506, -122.40895247666698)"
VEHICLE THEFT	3/22/17	MISSION	-122.4065588	37.76517839	"(37.76517839277031, -122.40655879541815)"
VEHICLE THEFT	2/25/17	BAYVIEW	-122.4039874	37.73180369	"(37.731803686389455, -122.40398736848893)"
VEHICLE THEFT	2/25/17	BAYVIEW	-122.4013278	37.76229014	"(37.76229013904368, -122.40132777378282)"
VEHICLE THEFT	4/17/17	SOUTHERN	-122.4216421	37.77287658	"(37.77287658205848, -122.42164213771848)"
VEHICLE THEFT	4/17/17	SOUTHERN	-122.3998994	37.78464803	"(37.78464803083874, -122.39989943698185)"
VEHICLE THEFT	5/31/17	MISSION	-122.4244127	37.76800542	"(37.76800541638235, -122.42441271506397)"
VEHICLE THEFT	5/7/17	MISSION	-122.4161161	37.75156086	"(37.751560861992445, -122.41611608565091)"
VEHICLE THEFT	5/17/17	PARK	-122.4396596	37.77571336	"(37.77571336424539, -122.43965964947951)"
VEHICLE THEFT	1/8/17	INGLESIDE	-122.4484024	37.73482094	"(37.73482094432996, -122.44840237625051)"
VEHICLE THEFT	1/3/17	PARK	-122.4334093	37.76745989	"(37.767459890623755, -122.43340929426132)"
VEHICLE THEFT	5/28/17	INGLESIDE	-122.415479	37.74737184	"(37.747371841986336, -122.41547900590365)"
VEHICLE THEFT	7/7/17	SOUTHERN	-122.4088129	37.7792934	"(37.77929340350328, -122.40881285723295)"
VEHICLE THEFT	5/27/17	SOUTHERN	-122.4087106	37.78097067	"(37.78097067220534, -122.40871060666346)"
VEHICLE THEFT	6/3/17	BAYVIEW	-122.385929	37.72541947	"(37.72541946742638, -122.38592898822407)"
VEHICLE THEFT	1/8/17	BAYVIEW	-122.3938945	37.71969931	"(37.71969931085256, -122.39389453135321)"
VEHICLE THEFT	3/1/17	SOUTHERN	-122.4064301	37.77907836	"(37.77907835986833, -122.40643005114)"
VEHICLE THEFT	6/16/17	RICHMOND	-122.4736951	37.77770817	"(37.77770816979168, -122.47369514444911)"
VEHICLE THEFT	3/12/17	MISSION	-122.4130341	37.76679286	"(37.76679285541409, -122.4130340804708)"
VEHICLE THEFT	1/12/17	RICHMOND	-122.4568129	37.7839289	"(37.783928902884576, -122.45681293514632)"
VEHICLE THEFT	6/22/17	TARAVAL	-122.492068	37.71436155	"(37.71436154987557, -122.49206801733959)"
VEHICLE THEFT	6/29/17	SOUTHERN	-122.3991523	37.79101661	"(37.79101661306821, -122.39915226019906)"
VEHICLE THEFT	7/1/17	CENTRAL	-122.4060002	37.78854062	"(37.78854061927227, -122.40600021848869)"
VEHICLE THEFT	7/2/17	TARAVAL	-122.4670922	37.71427357	"(37.71427356605119, -122.46709224042239)"
VEHICLE THEFT	7/2/17	NORTHERN	-122.4248102	37.77760216	"(37.77760215939901, -122.42481019069027)"
VEHICLE THEFT	7/1/17	BAYVIEW	-122.4025611	37.75451295	"(37.754512953786175, -122.40256106024619)"
VEHICLE THEFT	3/14/17	PARK	-122.447107	37.77482151	"(37.774821510732075, -122.44710702683899)"
VEHICLE THEFT	8/16/17	TARAVAL	-122.4818573	37.73904003	"(37.73904002745795, -122.48185730778353)"
VEHICLE THEFT	6/27/17	SOUTHERN	-122.3655654	37.8096707	"(37.80967070132394, -122.36556542535305)"
VEHICLE THEFT	6/27/17	SOUTHERN	-122.3655654	37.8096707	"(37.80967070132394, -122.36556542535305)"
VEHICLE THEFT	6/5/17	PARK	-122.4435406	37.76532098	"(37.76532097844543, -122.44354057744964)"
VEHICLE THEFT	2/28/17	MISSION	-122.4233328	37.75676889	"(37.75676889328664, -122.4233328059319)"
VEHICLE THEFT	1/7/17	BAYVIEW	-122.4068252	37.74105498	"(37.741054981526005, -122.40682518367814)"
VEHICLE THEFT	8/22/17	MISSION	-122.4132977	37.75576479	"(37.75576479063427, -122.4132976608083)"
VEHICLE THEFT	7/13/17	CENTRAL	-122.4128038	37.80577399	"(37.80577398756964, -122.41280375300019)"
VEHICLE THEFT	7/13/17	CENTRAL	-122.4091939	37.80044388	"(37.80044387510532, -122.4091939046156)"
VEHICLE THEFT	8/23/17	BAYVIEW	-122.3922364	37.72622388	"(37.7262238755332, -122.3922363986432)"
VEHICLE THEFT	7/19/17	TARAVAL	-122.4551266	37.72184839	"(37.721848385460504, -122.45512663680547)"
VEHICLE THEFT	7/22/17	NORTHERN	-122.4378936	37.80060753	"(37.80060753315828, -122.4378935996497)"
VEHICLE THEFT	8/23/17	MISSION	-122.4117471	37.75103503	"(37.75103503216046, -122.41174706282888)"
VEHICLE THEFT	10/8/17	BAYVIEW	-122.3983805	37.73821698	"(37.7382169849658, -122.39838049519395)"
VEHICLE THEFT	3/18/17	INGLESIDE	-122.4006214	37.71777669	"(37.71777668880861, -122.40062139992858)"
VEHICLE THEFT	5/25/17	NORTHERN	-122.4198886	37.79073538	"(37.790735381704366, -122.41988857815434)"
VEHICLE THEFT	1/10/17	INGLESIDE	-122.4363837	37.72121027	"(37.721210271695384, -122.4363837255977)"
VEHICLE THEFT	1/6/17	BAYVIEW	-122.3944615	37.72851006	"(37.72851005626278, -122.39446151778316)"
VEHICLE THEFT	7/29/17	RICHMOND	-122.4400645	37.78617798	"(37.78617798188193, -122.44006450504597)"
VEHICLE THEFT	2/28/17	BAYVIEW	-122.3969241	37.71104219	"(37.71104218883869, -122.39692412758362)"
VEHICLE THEFT	7/27/17	BAYVIEW	-122.4008343	37.72921146	"(37.72921146473591, -122.4008342830308)"
VEHICLE THEFT	6/25/17	INGLESIDE	-122.4526381	37.73749074	"(37.737490743852476, -122.4526381034434)"
VEHICLE THEFT	7/30/17	TARAVAL	-122.5033943	37.76245789	"(37.76245788817282, -122.50339427267079)"
VEHICLE THEFT	8/5/17	NORTHERN	-122.4236053	37.79669089	"(37.79669089064108, -122.42360533751656)"
VEHICLE THEFT	8/6/17	BAYVIEW	-122.4068443	37.73940125	"(37.73940125281089, -122.40684425627677)"
VEHICLE THEFT	1/14/17	MISSION	-122.4076859	37.7670824	"(37.76708240298414, -122.40768589730185)"
VEHICLE THEFT	3/2/17	SOUTHERN	-122.4112792	37.77157858	"(37.77157857650432, -122.41127918996864)"
VEHICLE THEFT	8/20/17	MISSION	-122.4148451	37.76050007	"(37.76050007259955, -122.4148451392064)"
VEHICLE THEFT	7/20/17	SOUTHERN	-122.405619	37.77850452	"(37.77850451909179, -122.40561899802177)"
VEHICLE THEFT	9/25/17	BAYVIEW	-122.3976193	37.74066494	"(37.74066493771205, -122.39761932308514)"
VEHICLE THEFT	8/24/17	INGLESIDE	-122.4373357	37.72852323	"(37.72852322787913, -122.43733568896157)"
VEHICLE THEFT	8/29/17	INGLESIDE	-122.4198749	37.72471089	"(37.72471088842034, -122.41987487543467)"
VEHICLE THEFT	3/21/17	PARK	-122.4333332	37.76666178	"(37.76666178337848, -122.4333331560753)"
VEHICLE THEFT	10/26/17	TARAVAL	-122.4850708	37.71845227	"(37.718452274685795, -122.48507077995365)"
VEHICLE THEFT	8/31/17	MISSION	-122.4412455	37.75538114	"(37.75538113904164, -122.4412454889507)"
VEHICLE THEFT	9/22/17	PARK	-122.4356374	37.76816943	"(37.768169434617505, -122.435637436721)"
VEHICLE THEFT	9/27/17	BAYVIEW	-122.3980663	37.73660563	"(37.736605634056325, -122.39806627997793)"
VEHICLE THEFT	9/4/17	SOUTHERN	-122.4124863	37.77300128	"(37.773001280587984, -122.41248627648959)"
VEHICLE THEFT	1/16/17	INGLESIDE	-122.4463727	37.71572754	"(37.715727538403556, -122.44637265302818)"
VEHICLE THEFT	1/2/17	MISSION	-122.4123511	37.75743105	"(37.7574310534979, -122.41235105536013)"
VEHICLE THEFT	1/3/17	NORTHERN	-122.4309883	37.77443795	"(37.77443795274934, -122.4309882537816)"
VEHICLE THEFT	9/8/17	BAYVIEW	-122.3915152	37.73803768	"(37.73803767701766, -122.3915151609283)"
VEHICLE THEFT	10/9/17	PARK	-122.4372994	37.76722022	"(37.76722021595643, -122.4372993860687)"
VEHICLE THEFT	1/21/17	BAYVIEW	-122.3954252	37.7432002	"(37.74320020339913, -122.39542515810787)"
VEHICLE THEFT	10/9/17	MISSION	-122.4308834	37.76511058	"(37.76511058371202, -122.43088344804477)"
VEHICLE THEFT	2/11/17	SOUTHERN	-122.3962658	37.78344043	"(37.783440432117686, -122.39626581423677)"
VEHICLE THEFT	9/16/17	TARAVAL	-122.4541706	37.72096192	"(37.720961924180074, -122.45417060304169)"
VEHICLE THEFT	3/2/17	TARAVAL	-122.4647193	37.75663012	"(37.75663012005396, -122.46471930589725)"
VEHICLE THEFT	9/8/17	BAYVIEW	-122.3897624	37.74467342	"(37.744673422450504, -122.38976242014417)"
VEHICLE THEFT	3/4/17	CENTRAL	-122.4099253	37.7877641	"(37.787764099009586, -122.40992532841902)"
VEHICLE THEFT	3/5/17	TARAVAL	-122.4779767	37.72693464	"(37.72693463503532, -122.47797668216899)"
VEHICLE THEFT	9/15/17	CENTRAL	-122.4053206	37.79708938	"(37.79708938155485, -122.40532055201189)"
VEHICLE THEFT	1/27/17	TARAVAL	-122.4904022	37.76116486	"(37.76116485791669, -122.49040220416128)"
VEHICLE THEFT	3/3/17	NORTHERN	-122.4220627	37.78992	"(37.78992000148415, -122.42206273026355)"
VEHICLE THEFT	3/1/17	BAYVIEW	-122.3866746	37.72772896	"(37.72772896388117, -122.38667457883558)"
VEHICLE THEFT	3/12/17	TENDERLOIN	-122.4158851	37.78351606	"(37.7835160564153, -122.41588506578766)"
VEHICLE THEFT	3/25/17	TARAVAL	-122.4774167	37.75232754	"(37.75232753828997, -122.47741665632579)"
VEHICLE THEFT	10/26/17	SOUTHERN	-122.3999885	37.78548734	"(37.78548734122924, -122.39998852114955)"
VEHICLE THEFT	3/6/17	MISSION	-122.420806	37.75288402	"(37.752884021752855, -122.42080604916876)"
VEHICLE THEFT	4/1/17	SOUTHERN	-122.4105412	37.77091306	"(37.77091305661651, -122.41054116698672)"
VEHICLE THEFT	1/17/17	CENTRAL	-122.4148276	37.79498783	"(37.79498783417832, -122.41482757489506)"
VEHICLE THEFT	1/18/17	SOUTHERN	-122.3973888	37.78255435	"(37.78255434524264, -122.39738878482612)"
VEHICLE THEFT	3/2/17	RICHMOND	-122.5014615	37.77365018	"(37.773650176407195, -122.50146152569518)"
VEHICLE THEFT	4/4/17	MISSION	-122.4404701	37.7486963	"(37.74869629660706, -122.44047014897069)"
VEHICLE THEFT	1/15/17	TARAVAL	-122.457097	37.72299416	"(37.72299415935368, -122.45709695012167)"
VEHICLE THEFT	4/15/17	TARAVAL	-122.456094	37.71747564	"(37.71747564182369, -122.45609398304072)"
VEHICLE THEFT	8/27/17	TARAVAL	-122.4774438	37.73735887	"(37.73735886755875, -122.47744378853345)"
VEHICLE THEFT	9/28/17	MISSION	-122.4161161	37.75156086	"(37.751560861992445, -122.41611608565091)"
VEHICLE THEFT	4/20/17	NORTHERN	-122.4339751	37.7812182	"(37.78121819605058, -122.43397512885761)"
VEHICLE THEFT	4/21/17	BAYVIEW	-122.3987448	37.73085402	"(37.730854021807374, -122.3987447553861)"
VEHICLE THEFT	9/29/17	INGLESIDE	-122.4268489	37.71665286	"(37.7166528584292, -122.42684894386764)"
VEHICLE THEFT	9/26/17	BAYVIEW	-122.3861493	37.73683807	"(37.736838073397266, -122.38614934343492)"
VEHICLE THEFT	7/4/17	NORTHERN	-122.4288404	37.78097273	"(37.780972734343706, -122.42884043360279)"
VEHICLE THEFT	1/15/17	CENTRAL	-122.4006843	37.79677689	"(37.79677688922131, -122.4006842651777)"
VEHICLE THEFT	3/26/17	INGLESIDE	-122.4240423	37.73740518	"(37.73740517834422, -122.42404225419163)"
VEHICLE THEFT	1/2/17	BAYVIEW	-122.3936478	37.73085448	"(37.73085448292567, -122.39364781828445)"
VEHICLE THEFT	1/16/17	MISSION	-122.4176479	37.76680538	"(37.766805384290514, -122.4176478847049)"
VEHICLE THEFT	5/10/17	SOUTHERN	-122.4136846	37.77779846	"(37.77779846285372, -122.41368455516725)"
VEHICLE THEFT	11/1/17	CENTRAL	-122.4134332	37.80468505	"(37.804685049958216, -122.41343320199933)"
VEHICLE THEFT	11/1/17	TARAVAL	-122.4626231	37.71657042	"(37.716570416574015, -122.46262305171199)"
VEHICLE THEFT	1/16/17	BAYVIEW	-122.3722286	37.72810379	"(37.728103786225525, -122.3722286076572)"
VEHICLE THEFT	5/23/17	INGLESIDE	-122.4311236	37.73317991	"(37.73317990551671, -122.43112357674113)"
VEHICLE THEFT	6/19/17	TARAVAL	-122.4814115	37.76242148	"(37.76242147795596, -122.48141146106745)"
VEHICLE THEFT	5/30/17	PARK	-122.4562856	37.77455412	"(37.774554119647384, -122.45628562863824)"
VEHICLE THEFT	5/26/17	NORTHERN	-122.4264555	37.77738849	"(37.77738849494104, -122.42645545252621)"
VEHICLE THEFT	3/31/17	RICHMOND	-122.4665655	37.78284916	"(37.782849155153016, -122.46656548859937)"
VEHICLE THEFT	10/16/17	SOUTHERN	-122.4191836	37.77341387	"(37.773413869987614, -122.4191836472187)"
VEHICLE THEFT	5/31/17	BAYVIEW	-122.3904281	37.75074667	"(37.75074666647192, -122.39042810993891)"
VEHICLE THEFT	11/4/17	PARK	-122.4327192	37.77086092	"(37.77086091517863, -122.43271921041031)"
VEHICLE THEFT	1/17/17	NORTHERN	-122.4350721	37.7991085	"(37.7991085040142, -122.43507205925407)"
VEHICLE THEFT	3/9/17	BAYVIEW	-122.3877793	37.72794231	"(37.72794230696274, -122.38777925183669)"
VEHICLE THEFT	1/10/17	PARK	-122.4611797	37.7604701	"(37.76047009836471, -122.4611797453869)"
VEHICLE THEFT	11/26/17	INGLESIDE	-122.4233516	37.70925206	"(37.70925205534735, -122.42335163007257)"
VEHICLE THEFT	6/7/17	MISSION	-122.4315597	37.74822873	"(37.74822873137678, -122.43155968268447)"
VEHICLE THEFT	10/24/17	BAYVIEW	-122.3878974	37.72950442	"(37.72950441589524, -122.38789739233916)"
VEHICLE THEFT	11/29/17	PARK	-122.4338986	37.77215457	"(37.772154574079224, -122.43389861042046)"
VEHICLE THEFT	11/29/17	INGLESIDE	-122.4287994	37.71751989	"(37.71751989350097, -122.42879937929109)"
VEHICLE THEFT	6/13/17	INGLESIDE	-122.425142	37.73862315	"(37.738623151112876, -122.42514196460556)"
VEHICLE THEFT	6/17/17	CENTRAL	-122.4130728	37.78775448	"(37.78775447665683, -122.41307280202615)"
VEHICLE THEFT	6/16/17	SOUTHERN	-122.4047566	37.78645405	"(37.786454051199854, -122.40475658328373)"
VEHICLE THEFT	3/26/17	MISSION	-122.440773	37.75249718	"(37.75249718305332, -122.44077297819477)"
VEHICLE THEFT	4/2/17	SOUTHERN	-122.3956456	37.78022759	"(37.780227593164945, -122.39564556543885)"
VEHICLE THEFT	6/19/17	SOUTHERN	-122.413903	37.76992731	"(37.76992730770485, -122.41390304202837)"
VEHICLE THEFT	6/19/17	SOUTHERN	-122.4047493	37.7742801	"(37.774280097745425, -122.40474927353259)"
VEHICLE THEFT	6/20/17	NORTHERN	-122.4194581	37.78449902	"(37.784499019799746, -122.41945807315328)"
VEHICLE THEFT	6/18/17	BAYVIEW	-122.3924474	37.7462755	"(37.74627549829499, -122.39244744137633)"
VEHICLE THEFT	3/21/17	INGLESIDE	-122.4266252	37.74249349	"(37.742493492372276, -122.42662515417236)"
VEHICLE THEFT	1/21/17	RICHMOND	-122.4745517	37.77301071	"(37.773010705180475, -122.47455166576833)"
VEHICLE THEFT	12/11/17	MISSION	-122.4199834	37.76827268	"(37.76827267636187, -122.41998344769745)"
VEHICLE THEFT	6/23/17	BAYVIEW	-122.4052425	37.74305069	"(37.74305069031124, -122.40524246711405)"
VEHICLE THEFT	6/23/17	NORTHERN	-122.4257966	37.77413317	"(37.77413317327783, -122.42579655143025)"
VEHICLE THEFT	6/21/17	SOUTHERN	-122.4124098	37.77240368	"(37.772403677149946, -122.41240976524453)"
VEHICLE THEFT	6/26/17	MISSION	-122.4222358	37.76780208	"(37.7678020825962, -122.42223579218926)"
VEHICLE THEFT	6/24/17	SOUTHERN	-122.3944519	37.77837513	"(37.77837513261789, -122.3944519205604)"
VEHICLE THEFT	6/25/17	SOUTHERN	-122.4131631	37.77499264	"(37.77499264453848, -122.4131631342759)"
VEHICLE THEFT	6/23/17	RICHMOND	-122.4420175	37.79247915	"(37.792479146896746, -122.44201754110289)"
VEHICLE THEFT	1/19/17	NORTHERN	-122.4438745	37.8007457	"(37.80074570263574, -122.44387449884857)"
VEHICLE THEFT	3/31/17	TARAVAL	-122.4610634	37.74029169	"(37.74029169466736, -122.46106343315314)"
VEHICLE THEFT	6/24/17	SOUTHERN	-122.4043144	37.77700232	"(37.77700231758521, -122.40431438836436)"
VEHICLE THEFT	4/4/17	SOUTHERN	-122.4034048	37.77542071	"(37.775420706711, -122.40340479147905)"
VEHICLE THEFT	6/27/17	MISSION	-122.4151559	37.76369793	"(37.76369793088832, -122.41515594105388)"
VEHICLE THEFT	4/4/17	PARK	-122.4433119	37.77046975	"(37.77046975485389, -122.44331194960198)"
VEHICLE THEFT	6/29/17	CENTRAL	-122.4016784	37.79571979	"(37.79571978844381, -122.40167838685439)"
VEHICLE THEFT	11/15/17	TENDERLOIN	-122.4144332	37.78465763	"(37.78465763292555, -122.41443315506254)"
VEHICLE THEFT	6/29/17	BAYVIEW	-122.3906662	37.74525797	"(37.74525796800672, -122.39066624318214)"
VEHICLE THEFT	6/29/17	TARAVAL	-122.4960167	37.75803405	"(37.75803405152008, -122.49601665593362)"
VEHICLE THEFT	1/23/17	SOUTHERN	-122.4191181	37.77266441	"(37.77266441084458, -122.41911806856034)"
VEHICLE THEFT	7/1/17	BAYVIEW	-122.3985958	37.75368415	"(37.75368415314179, -122.3985958099134)"
VEHICLE THEFT	7/2/17	CENTRAL	-122.3969624	37.79634787	"(37.79634787394419, -122.39696238554693)"
VEHICLE THEFT	7/1/17	TARAVAL	-122.4603147	37.73389162	"(37.73389161509264, -122.46031469555734)"
VEHICLE THEFT	3/30/17	MISSION	-122.4150005	37.762099	"(37.762099002068105, -122.41500053678577)"
VEHICLE THEFT	1/24/17	BAYVIEW	-122.4022101	37.72810422	"(37.72810422236569, -122.40221010773466)"
VEHICLE THEFT	1/24/17	MISSION	-122.425153	37.7518414	"(37.751841400155286, -122.42515300315601)"
VEHICLE THEFT	1/24/17	NORTHERN	-122.4311913	37.76759514	"(37.76759513998006, -122.4311912738402)"
VEHICLE THEFT	12/17/17	BAYVIEW	-122.3991748	37.7469781	"(37.746978102652086, -122.39917482864374)"
VEHICLE THEFT	9/25/17	BAYVIEW	-122.3955145	37.74462255	"(37.744622545777894, -122.39551454717618)"
VEHICLE THEFT	1/20/17	CENTRAL	-122.4100599	37.78808253	"(37.788082534017754, -122.41005985589133)"
VEHICLE THEFT	7/9/17	SOUTHERN	-122.4140273	37.77186362	"(37.77186361771543, -122.4140272626904)"
VEHICLE THEFT	7/4/17	NORTHERN	-122.4302334	37.76852302	"(37.768523021739206, -122.43023340069239)"
VEHICLE THEFT	1/20/17	BAYVIEW	-122.3884831	37.73353597	"(37.733535966227585, -122.38848309197236)"
VEHICLE THEFT	11/22/17	NORTHERN	-122.422517	37.79128899	"(37.7912889898479, -122.42251696661621)"
VEHICLE THEFT	1/27/17	MISSION	-122.4133542	37.7690748	"(37.76907480038466, -122.41335418701844)"
VEHICLE THEFT	6/25/17	BAYVIEW	-122.4007563	37.76619173	"(37.76619172671105, -122.40075634977126)"
VEHICLE THEFT	3/14/17	TARAVAL	-122.4994969	37.76070684	"(37.760706835027534, -122.4994969435331)"
VEHICLE THEFT	3/14/17	PARK	-122.4421276	37.77534387	"(37.775343867848385, -122.44212759457302)"
VEHICLE THEFT	7/21/17	SOUTHERN	-122.4073482	37.77433544	"(37.77433544147143, -122.40734819150121)"
VEHICLE THEFT	7/23/17	RICHMOND	-122.4876685	37.77615254	"(37.77615254077112, -122.48766849236145)"
VEHICLE THEFT	11/29/17	RICHMOND	-122.4400404	37.78667024	"(37.786670244211614, -122.44004039134256)"
VEHICLE THEFT	3/15/17	NORTHERN	-122.4330303	37.79734625	"(37.797346252967834, -122.43303031166778)"
VEHICLE THEFT	11/22/17	NORTHERN	-122.4246887	37.78533396	"(37.78533396403063, -122.42468870359127)"
VEHICLE THEFT	4/1/17	BAYVIEW	-122.3831344	37.73497855	"(37.73497855159638, -122.38313441495575)"
VEHICLE THEFT	6/18/17	BAYVIEW	-122.4010969	37.72455567	"(37.72455566977171, -122.40109685156835)"
VEHICLE THEFT	7/25/17	RICHMOND	-122.4626927	37.78121707	"(37.78121707274743, -122.46269265614397)"
VEHICLE THEFT	1/26/17	RICHMOND	-122.4791068	37.77559268	"(37.77559268472078, -122.47910682055232)"
VEHICLE THEFT	11/14/17	TENDERLOIN	-122.4147438	37.77871926	"(37.778719262789004, -122.41474383538245)"
VEHICLE THEFT	1/25/17	TARAVAL	-122.4954979	37.74966036	"(37.749660360821785, -122.49549793204801)"
VEHICLE THEFT	8/2/17	NORTHERN	-122.4188447	37.78982977	"(37.78982976695915, -122.41884474809824)"
VEHICLE THEFT	8/2/17	INGLESIDE	-122.4325133	37.73775828	"(37.737758282480755, -122.43251326834076)"
VEHICLE THEFT	8/5/17	MISSION	-122.4065537	37.76584264	"(37.76584263544146, -122.40655370075655)"
VEHICLE THEFT	8/6/17	RICHMOND	-122.4455637	37.7845802	"(37.78458019592704, -122.44556373349126)"
VEHICLE THEFT	11/30/17	NORTHERN	-122.424262	37.79568405	"(37.79568405094913, -122.42426197893484)"
VEHICLE THEFT	8/6/17	MISSION	-122.4217338	37.76329969	"(37.76329969459384, -122.42173376776307)"
VEHICLE THEFT	8/8/17	MISSION	-122.4114562	37.76554898	"(37.76554897620598, -122.41145623126778)"
VEHICLE THEFT	11/15/17	BAYVIEW	-122.3922173	37.7356626	"(37.73566259975582, -122.39221732553115)"
VEHICLE THEFT	8/9/17	MISSION	-122.4340635	37.76254864	"(37.76254863675447, -122.4340634546833)"
VEHICLE THEFT	8/8/17	BAYVIEW	-122.3872654	37.74559987	"(37.745599868679896, -122.38726535942669)"
VEHICLE THEFT	11/19/17	PARK	-122.4390887	37.763414	"(37.76341399625411, -122.43908866950943)"
VEHICLE THEFT	4/9/17	BAYVIEW	-122.3866194	37.73246706	"(37.73246705784766, -122.38661937318477)"
VEHICLE THEFT	4/9/17	PARK	-122.4467803	37.76540211	"(37.765402106119375, -122.44678034151248)"
VEHICLE THEFT	11/19/17	RICHMOND	-122.4606582	37.77643393	"(37.77643392825811, -122.46065816408702)"
VEHICLE THEFT	8/11/17	MISSION	-122.4081889	37.7618771	"(37.76187710001593, -122.40818887479178)"
VEHICLE THEFT	1/27/17	PARK	-122.4383677	37.77779481	"(37.777794808403655, -122.43836774873222)"
VEHICLE THEFT	10/24/17	SOUTHERN	-122.4027397	37.77088424	"(37.77088423768545, -122.40273970275778)"
VEHICLE THEFT	11/20/17	CENTRAL	-122.4097539	37.80323664	"(37.803236642864796, -122.40975386094118)"
VEHICLE THEFT	1/30/17	INGLESIDE	-122.4177732	37.74056472	"(37.74056471789528, -122.41777319916223)"
VEHICLE THEFT	8/11/17	INGLESIDE	-122.4223717	37.74476401	"(37.74476401162916, -122.42237171742543)"
VEHICLE THEFT	8/17/17	INGLESIDE	-122.4272402	37.73079225	"(37.73079224766133, -122.42724018473605)"
VEHICLE THEFT	8/17/17	BAYVIEW	-122.3976049	37.76442503	"(37.7644250296836, -122.39760486723132)"
VEHICLE THEFT	8/19/17	NORTHERN	-122.436507	37.79786005	"(37.797860047445496, -122.4365070395867)"
VEHICLE THEFT	1/31/17	RICHMOND	-122.4572357	37.78867683	"(37.78867682643372, -122.45723572502112)"
VEHICLE THEFT	1/1/17	RICHMOND	-122.5045419	37.77255808	"(37.77255807516935, -122.50454191809689)"
VEHICLE THEFT	3/19/17	INGLESIDE	-122.4069556	37.71627668	"(37.716276682291706, -122.40695561414472)"
VEHICLE THEFT	8/25/17	BAYVIEW	-122.3920652	37.7299736	"(37.72997359872419, -122.39206517713676)"
VEHICLE THEFT	8/24/17	BAYVIEW	-122.4013733	37.73802472	"(37.73802471634138, -122.40137332281243)"
VEHICLE THEFT	8/25/17	CENTRAL	-122.408623	37.79762656	"(37.79762655946082, -122.40862297432109)"
VEHICLE THEFT	1/1/17	MISSION	-122.4084995	37.7560541	"(37.756054101140776, -122.40849946310206)"
VEHICLE THEFT	8/26/17	TARAVAL	-122.5071918	37.74353377	"(37.74353377281407, -122.50719179861188)"
VEHICLE THEFT	12/22/17	PARK	-122.4417054	37.77785401	"(37.7778540141174, -122.44170538645098)"
