Category	Date	PdDistrict	X	Y	Location
VEHICLE THEFT	9/16/17	CENTRAL	-122.3981146	37.79893127	"(37.798931272054965, -122.39811459889553)"
VEHICLE THEFT	6/30/17	BAYVIEW	-122.3996085	37.7223875	"(37.72238749814593, -122.39960847444192)"
VEHICLE THEFT	9/18/17	SOUTHERN	-122.4132875	37.7711962	"(37.77119620323764, -122.41328752719359)"
VEHICLE THEFT	6/26/17	MISSION	-122.4391418	37.75941219	"(37.759412192473, -122.43914179625007)"
VEHICLE THEFT	9/19/17	PARK	-122.450788	37.77236801	"(37.772368014289405, -122.45078801443435)"
VEHICLE THEFT	9/21/17	TENDERLOIN	-122.4107688	37.78321452	"(37.78321451900127, -122.41076876634322)"
VEHICLE THEFT	9/21/17	BAYVIEW	-122.3866194	37.73246706	"(37.73246705784766, -122.38661937318477)"
VEHICLE THEFT	9/22/17	CENTRAL	-122.4125452	37.80193058	"(37.80193058137478, -122.4125451993897)"
VEHICLE THEFT	9/22/17	NORTHERN	-122.4292247	37.77034955	"(37.770349545864995, -122.42922467039666)"
VEHICLE THEFT	9/24/17	TARAVAL	-122.5011099	37.76058234	"(37.760582343787284, -122.50110992739802)"
VEHICLE THEFT	6/29/17	RICHMOND	-122.4700456	37.78643625	"(37.786436246814596, -122.4700455836851)"
VEHICLE THEFT	11/14/17	INGLESIDE	-122.4126596	37.73931283	"(37.739312827058015, -122.41265959879242)"
VEHICLE THEFT	9/27/17	RICHMOND	-122.4807264	37.78407622	"(37.784076220556535, -122.48072637090915)"
VEHICLE THEFT	9/25/17	INGLESIDE	-122.4157175	37.71271252	"(37.71271252192146, -122.41571753354708)"
VEHICLE THEFT	9/27/17	NORTHERN	-122.4246887	37.78533396	"(37.78533396403063, -122.42468870359127)"
VEHICLE THEFT	7/2/17	BAYVIEW	-122.3831214	37.74388424	"(37.74388424452111, -122.38312143045952)"
VEHICLE THEFT	9/29/17	BAYVIEW	-122.4115063	37.7282312	"(37.72823119594593, -122.41150632577283)"
VEHICLE THEFT	9/29/17	BAYVIEW	-122.3916594	37.75260628	"(37.75260628247562, -122.3916594086776)"
VEHICLE THEFT	9/30/17	NORTHERN	-122.426096	37.8039647	"(37.80396470191594, -122.42609603699817)"
VEHICLE THEFT	8/19/17	SOUTHERN	-122.4017674	37.77671492	"(37.776714915407055, -122.40176743257868)"
VEHICLE THEFT	8/29/17	SOUTHERN	-122.4190712	37.77404766	"(37.774047662206954, -122.41907120075926)"
VEHICLE THEFT	9/25/17	BAYVIEW	-122.4115063	37.7282312	"(37.72823119594593, -122.41150632577283)"
VEHICLE THEFT	1/2/17	BAYVIEW	-122.3932431	37.73261627	"(37.73261626983358, -122.39324308144634)"
VEHICLE THEFT	10/1/17	BAYVIEW	-122.3947228	37.7247561	"(37.72475609595003, -122.39472284517866)"
VEHICLE THEFT	4/8/17	BAYVIEW	-122.3826097	37.73090251	"(37.730902509229445, -122.3826097030465)"
VEHICLE THEFT	10/12/17	CENTRAL	-122.4000697	37.79968202	"(37.799682017703184, -122.40006973277373)"
VEHICLE THEFT	10/14/17	NORTHERN	-122.4228176	37.78478932	"(37.78478932083415, -122.42281764123103)"
VEHICLE THEFT	10/14/17	INGLESIDE	-122.4382092	37.71577664	"(37.715776636669666, -122.43820917288194)"
VEHICLE THEFT	1/13/17	MISSION	-122.4169648	37.76526973	"(37.76526972913879, -122.41696476747283)"
VEHICLE THEFT	10/12/17	MISSION	-122.4121992	37.75583206	"(37.755832063138286, -122.41219918289465)"
VEHICLE THEFT	1/17/17	INGLESIDE	-122.4374633	37.7323781	"(37.73237809797398, -122.43746330149476)"
VEHICLE THEFT	10/21/17	SOUTHERN	-122.4025251	37.77434233	"(37.774342332001964, -122.40252514872594)"
VEHICLE THEFT	10/19/17	TENDERLOIN	-122.4162618	37.78537508	"(37.785375084637565, -122.41626183683353)"
VEHICLE THEFT	10/19/17	MISSION	-122.4330752	37.76419378	"(37.764193779024225, -122.43307515240313)"
VEHICLE THEFT	10/26/17	RICHMOND	-122.4856671	37.77906235	"(37.7790623532174, -122.48566705503434)"
VEHICLE THEFT	10/19/17	INGLESIDE	-122.4271645	37.72631152	"(37.72631151885624, -122.42716454295653)"
VEHICLE THEFT	10/26/17	TARAVAL	-122.4752222	37.72105715	"(37.7210571460375, -122.47522218993169)"
VEHICLE THEFT	10/21/17	BAYVIEW	-122.4011136	37.75973347	"(37.75973347278019, -122.40111356078926)"
VEHICLE THEFT	7/4/17	BAYVIEW	-122.3894715	37.73403197	"(37.73403197209994, -122.38947153568232)"
VEHICLE THEFT	11/1/17	PARK	-122.4351877	37.76267028	"(37.76267027708723, -122.43518769934855)"
VEHICLE THEFT	11/1/17	PARK	-122.4407853	37.78130956	"(37.78130955726785, -122.44078526881626)"
VEHICLE THEFT	1/5/17	CENTRAL	-122.4105006	37.80696307	"(37.80696307259443, -122.41050060555925)"
VEHICLE THEFT	1/18/17	MISSION	-122.4254605	37.75502831	"(37.75502830944844, -122.42546046947282)"
VEHICLE THEFT	11/4/17	BAYVIEW	-122.3903311	37.74404625	"(37.744046246106926, -122.39033107677135)"
VEHICLE THEFT	1/21/17	CENTRAL	-122.4038466	37.78982842	"(37.78982841560608, -122.40384662351443)"
VEHICLE THEFT	1/28/17	BAYVIEW	-122.3962241	37.71858302	"(37.718583016624756, -122.39622408225256)"
VEHICLE THEFT	1/28/17	NORTHERN	-122.4182299	37.77848954	"(37.7784895366813, -122.41822989972113)"
VEHICLE THEFT	3/23/17	SOUTHERN	-122.4046086	37.77769952	"(37.77769952296332, -122.40460855641614)"
VEHICLE THEFT	3/23/17	INGLESIDE	-122.4319796	37.73625264	"(37.736252637544524, -122.43197957444075)"
VEHICLE THEFT	5/16/17	INGLESIDE	-122.4247413	37.73944841	"(37.73944841328711, -122.4247412661116)"
VEHICLE THEFT	4/6/17	TARAVAL	-122.4786725	37.71790065	"(37.717900651022205, -122.4786724526838)"
VEHICLE THEFT	1/31/17	SOUTHERN	-122.4074793	37.78236254	"(37.78236253926643, -122.4074792525902)"
VEHICLE THEFT	10/7/17	INGLESIDE	-122.4333869	37.72977503	"(37.72977503153773, -122.43338693948026)"
VEHICLE THEFT	1/22/17	TENDERLOIN	-122.4124143	37.7830038	"(37.78300379645337, -122.41241426358104)"
VEHICLE THEFT	1/31/17	BAYVIEW	-122.4147691	37.72802864	"(37.72802863560556, -122.41476905764436)"
VEHICLE THEFT	1/23/17	TARAVAL	-122.4653228	37.7309687	"(37.730968695402666, -122.4653227763728)"
VEHICLE THEFT	10/26/17	BAYVIEW	-122.4000909	37.75997382	"(37.759973821668865, -122.4000909321607)"
VEHICLE THEFT	5/4/17	TARAVAL	-122.5033952	37.75397157	"(37.75397157471359, -122.50339523145652)"
VEHICLE THEFT	5/17/17	TARAVAL	-122.4998175	37.73561014	"(37.73561013734902, -122.49981751915118)"
VEHICLE THEFT	5/19/17	BAYVIEW	-122.3867689	37.73075419	"(37.73075418730993, -122.38676885323358)"
VEHICLE THEFT	4/9/17	INGLESIDE	-122.435867	37.72199996	"(37.7219999573137, -122.43586702565239)"
VEHICLE THEFT	5/30/17	INGLESIDE	-122.4224802	37.74676575	"(37.74676574636786, -122.42248018580976)"
VEHICLE THEFT	6/3/17	SOUTHERN	-122.4076931	37.78016307	"(37.78016306911955, -122.40769310852865)"
VEHICLE THEFT	6/2/17	BAYVIEW	-122.3840496	37.7375158	"(37.73751580288819, -122.3840496030283)"
VEHICLE THEFT	5/17/17	MISSION	-122.4117471	37.75103503	"(37.75103503216046, -122.41174706282888)"
VEHICLE THEFT	2/1/17	RICHMOND	-122.4515429	37.77804992	"(37.77804991610595, -122.45154290538436)"
VEHICLE THEFT	10/28/17	SOUTHERN	-122.4062266	37.78285379	"(37.78285379356744, -122.40622658735694)"
VEHICLE THEFT	11/4/17	NORTHERN	-122.4208183	37.78289465	"(37.78289464509124, -122.42081833044479)"
VEHICLE THEFT	7/19/17	INGLESIDE	-122.4323983	37.73782181	"(37.737821813482434, -122.43239831371135)"
VEHICLE THEFT	11/27/17	BAYVIEW	-122.408094	37.73223538	"(37.73223537947914, -122.40809395548726)"
VEHICLE THEFT	8/3/17	MISSION	-122.4160709	37.76121422	"(37.76121422366275, -122.41607093281051)"
VEHICLE THEFT	11/8/17	RICHMOND	-122.4398954	37.78477777	"(37.78477777038922, -122.43989535295364)"
VEHICLE THEFT	10/16/17	BAYVIEW	-122.3841671	37.75052569	"(37.750525688295184, -122.38416714622005)"
VEHICLE THEFT	7/7/17	NORTHERN	-122.4275473	37.77438749	"(37.7743874920837, -122.4275473161615)"
VEHICLE THEFT	8/22/17	MISSION	-122.4114864	37.74829783	"(37.74829783166831, -122.41148636563717)"
VEHICLE THEFT	1/25/17	SOUTHERN	-122.4154142	37.77026184	"(37.77026184378529, -122.4154141740968)"
VEHICLE THEFT	1/30/17	BAYVIEW	-122.4001526	37.76060833	"(37.76060832855255, -122.40015256224505)"
VEHICLE THEFT	1/31/17	MISSION	-122.4095299	37.76571844	"(37.76571843952822, -122.40952991327822)"
VEHICLE THEFT	2/5/17	BAYVIEW	-122.3862046	37.73137907	"(37.731379067976185, -122.38620456885904)"
VEHICLE THEFT	2/4/17	BAYVIEW	-122.3882785	37.7353946	"(37.73539460245671, -122.3882784703844)"
VEHICLE THEFT	2/4/17	NORTHERN	-122.4210543	37.77569388	"(37.77569388367338, -122.42105431172213)"
VEHICLE THEFT	2/4/17	MISSION	-122.4339295	37.74969519	"(37.74969518503345, -122.4339295168188)"
VEHICLE THEFT	2/3/17	BAYVIEW	-122.3907317	37.75392407	"(37.753924073078636, -122.39073167546663)"
VEHICLE THEFT	9/9/17	TARAVAL	-122.4776734	37.75697522	"(37.75697521852782, -122.47767336499798)"
VEHICLE THEFT	1/9/17	INGLESIDE	-122.417108	37.71225618	"(37.71225618275243, -122.41710798699296)"
VEHICLE THEFT	2/8/17	TARAVAL	-122.4746215	37.74309517	"(37.74309516649621, -122.47462150348866)"
VEHICLE THEFT	2/5/17	BAYVIEW	-122.3995003	37.7445903	"(37.74459029641888, -122.39950033565954)"
VEHICLE THEFT	2/9/17	NORTHERN	-122.4210543	37.77569388	"(37.77569388367338, -122.42105431172213)"
VEHICLE THEFT	9/11/17	CENTRAL	-122.4182742	37.7870372	"(37.78703720436851, -122.41827417165969)"
VEHICLE THEFT	2/11/17	MISSION	-122.4242606	37.76640644	"(37.7664064445087, -122.42426056137934)"
VEHICLE THEFT	2/10/17	TARAVAL	-122.4610634	37.74029169	"(37.74029169466736, -122.46106343315314)"
VEHICLE THEFT	2/10/17	NORTHERN	-122.4231933	37.77829895	"(37.77829895239687, -122.42319326818681)"
VEHICLE THEFT	2/13/17	TARAVAL	-122.4712101	37.71958823	"(37.7195882326981, -122.47121010843301)"
VEHICLE THEFT	2/14/17	MISSION	-122.4193859	37.76283309	"(37.76283309267946, -122.41938592708567)"
VEHICLE THEFT	7/11/17	INGLESIDE	-122.431928	37.71276788	"(37.71276788482099, -122.43192801108925)"
VEHICLE THEFT	7/11/17	TARAVAL	-122.4893209	37.75459268	"(37.75459267786701, -122.48932086259734)"
VEHICLE THEFT	9/18/17	TENDERLOIN	-122.4122242	37.78207293	"(37.78207293120293, -122.4122241647361)"
VEHICLE THEFT	12/26/17	MISSION	-122.4215663	37.75406528	"(37.754065277216476, -122.42156631912589)"
VEHICLE THEFT	9/23/17	INGLESIDE	-122.429215	37.72992118	"(37.729921180138696, -122.42921503486953)"
VEHICLE THEFT	2/15/17	MISSION	-122.4340635	37.76254864	"(37.76254863675447, -122.4340634546833)"
VEHICLE THEFT	9/22/17	PARK	-122.4409593	37.77936187	"(37.779361867973016, -122.44095932992606)"
VEHICLE THEFT	9/29/17	INGLESIDE	-122.4356297	37.71193179	"(37.711931794508814, -122.43562966005159)"
VEHICLE THEFT	3/1/17	INGLESIDE	-122.4300608	37.74042022	"(37.740420223145726, -122.43006083449929)"
VEHICLE THEFT	10/2/17	MISSION	-122.4121739	37.76291678	"(37.76291677665864, -122.41217394626483)"
VEHICLE THEFT	10/5/17	PARK	-122.4395958	37.77960118	"(37.77960118255444, -122.43959582922577)"
VEHICLE THEFT	10/4/17	MISSION	-122.4158194	37.75073338	"(37.7507333784902, -122.41581936204096)"
VEHICLE THEFT	10/4/17	BAYVIEW	-122.4147691	37.72802864	"(37.72802863560556, -122.41476905764436)"
VEHICLE THEFT	10/4/17	TARAVAL	-122.4696741	37.7582252	"(37.75822519601147, -122.46967407620619)"
VEHICLE THEFT	10/6/17	NORTHERN	-122.4336601	37.79636712	"(37.79636712094117, -122.43366005860472)"
VEHICLE THEFT	10/9/17	PARK	-122.4444322	37.77463542	"(37.77463542236274, -122.44443220795378)"
VEHICLE THEFT	10/10/17	INGLESIDE	-122.4386424	37.72162637	"(37.72162636904226, -122.43864240114564)"
VEHICLE THEFT	10/12/17	TARAVAL	-122.4792937	37.74850247	"(37.74850247056074, -122.47929368310072)"
VEHICLE THEFT	10/13/17	MISSION	-122.404734	37.75695283	"(37.75695282577344, -122.40473403852768)"
VEHICLE THEFT	11/28/17	INGLESIDE	-122.4237424	37.72875997	"(37.728759967181524, -122.42374235245701)"
VEHICLE THEFT	10/19/17	MISSION	-122.4146931	37.75889559	"(37.75889559475723, -122.41469306525651)"
VEHICLE THEFT	10/22/17	CENTRAL	-122.4183827	37.80597809	"(37.80597809155423, -122.41838273834776)"
VEHICLE THEFT	10/24/17	SOUTHERN	-122.399361	37.78050969	"(37.780509692034485, -122.39936099486972)"
VEHICLE THEFT	10/24/17	TARAVAL	-122.4775495	37.75323991	"(37.753239912346515, -122.47754952439821)"
VEHICLE THEFT	10/25/17	MISSION	-122.4117471	37.75103503	"(37.75103503216046, -122.41174706282888)"
VEHICLE THEFT	10/27/17	TARAVAL	-122.4746215	37.74309517	"(37.74309516649621, -122.47462150348866)"
VEHICLE THEFT	3/26/17	MISSION	-122.4110938	37.76104757	"(37.761047574204106, -122.4110938226352)"
VEHICLE THEFT	1/6/17	MISSION	-122.4150147	37.75083639	"(37.75083639174397, -122.41501468504758)"
VEHICLE THEFT	10/29/17	TARAVAL	-122.4621906	37.72086823	"(37.7208682282986, -122.4621905994208)"
VEHICLE THEFT	1/13/17	INGLESIDE	-122.4164424	37.70977073	"(37.709770730043495, -122.41644238213914)"
VEHICLE THEFT	1/13/17	SOUTHERN	-122.3954812	37.78809256	"(37.78809255642653, -122.39548121702282)"
VEHICLE THEFT	1/3/17	RICHMOND	-122.4735549	37.78247624	"(37.78247624445026, -122.47355486295743)"
VEHICLE THEFT	3/22/17	INGLESIDE	-122.4206798	37.73792702	"(37.73792701629014, -122.42067982555865)"
VEHICLE THEFT	1/21/17	SOUTHERN	-122.4225263	37.77159621	"(37.77159620691035, -122.422526328922)"
VEHICLE THEFT	1/24/17	INGLESIDE	-122.4315954	37.73376551	"(37.73376551140977, -122.43159535136645)"
VEHICLE THEFT	10/31/17	NORTHERN	-122.4196207	37.78567229	"(37.78567228642604, -122.41962065723826)"
VEHICLE THEFT	1/25/17	RICHMOND	-122.5110542	37.77133878	"(37.771338782657786, -122.51105424825789)"
VEHICLE THEFT	1/27/17	INGLESIDE	-122.4456136	37.71414264	"(37.714142640635416, -122.44561355936627)"
VEHICLE THEFT	1/28/17	TENDERLOIN	-122.4112651	37.78213927	"(37.78213926815219, -122.41126513685003)"
VEHICLE THEFT	1/27/17	NORTHERN	-122.4234998	37.78780636	"(37.78780635913003, -122.42349980081337)"
VEHICLE THEFT	11/11/17	RICHMOND	-122.4783162	37.77289348	"(37.77289347690719, -122.4783162048252)"
VEHICLE THEFT	3/30/17	MISSION	-122.4409308	37.76052663	"(37.76052662888926, -122.44093084912343)"
VEHICLE THEFT	2/7/17	RICHMOND	-122.4961114	37.77294356	"(37.77294355731639, -122.49611138043905)"
VEHICLE THEFT	4/7/17	CENTRAL	-122.4109401	37.7945247	"(37.79452469817729, -122.41094005668873)"
VEHICLE THEFT	11/14/17	MISSION	-122.4075383	37.76578275	"(37.765782754427605, -122.40753833231899)"
VEHICLE THEFT	2/19/17	NORTHERN	-122.4464741	37.79754647	"(37.79754646862392, -122.44647407405087)"
VEHICLE THEFT	2/19/17	INGLESIDE	-122.4087087	37.74387582	"(37.743875819906776, -122.40870870523706)"
VEHICLE THEFT	11/17/17	NORTHERN	-122.4201824	37.77526926	"(37.77526926188124, -122.42018237805362)"
VEHICLE THEFT	2/19/17	CENTRAL	-122.4182946	37.79546438	"(37.795464383508005, -122.41829457149264)"
VEHICLE THEFT	11/23/17	PARK	-122.4465136	37.75227808	"(37.752278079712006, -122.44651358759846)"
VEHICLE THEFT	3/2/17	SOUTHERN	-122.4079329	37.78150637	"(37.781506366642944, -122.4079328682033)"
VEHICLE THEFT	3/1/17	MISSION	-122.4150064	37.7628869	"(37.76288689848941, -122.41500637107818)"
VEHICLE THEFT	11/23/17	NORTHERN	-122.4440445	37.79317161	"(37.79317160544874, -122.44404446829378)"
VEHICLE THEFT	3/6/17	NORTHERN	-122.4289919	37.77324587	"(37.77324586519903, -122.42899190633679)"
VEHICLE THEFT	3/8/17	TARAVAL	-122.466758	37.72918458	"(37.72918457960382, -122.46675800515914)"
VEHICLE THEFT	3/8/17	MISSION	-122.4042433	37.751846	"(37.751845996887546, -122.40424331738005)"
VEHICLE THEFT	12/6/17	SOUTHERN	-122.4000261	37.77051614	"(37.77051614449031, -122.40002612048984)"
VEHICLE THEFT	11/28/17	CENTRAL	-122.4134582	37.79652086	"(37.79652085887077, -122.41345820647797)"
VEHICLE THEFT	11/20/17	CENTRAL	-122.4069776	37.7899181	"(37.789918101685956, -122.40697756369151)"
VEHICLE THEFT	7/18/17	CENTRAL	-122.4154709	37.79405224	"(37.794052236708225, -122.41547092434493)"
VEHICLE THEFT	12/8/17	BAYVIEW	-122.3875559	37.75219239	"(37.75219238709267, -122.38755587094042)"
VEHICLE THEFT	12/12/17	SOUTHERN	-122.4165785	37.77390707	"(37.77390707448901, -122.41657849347534)"
VEHICLE THEFT	3/17/17	SOUTHERN	-122.4150026	37.77264988	"(37.772649875548, -122.41500264024383)"
VEHICLE THEFT	3/18/17	CENTRAL	-122.4072787	37.80741901	"(37.80741901490017, -122.40727866079283)"
VEHICLE THEFT	11/20/17	BAYVIEW	-122.4034161	37.76344585	"(37.76344584554993, -122.40341613040329)"
VEHICLE THEFT	12/30/17	BAYVIEW	-122.4010969	37.72455567	"(37.72455566977171, -122.40109685156835)"
VEHICLE THEFT	2/11/17	RICHMOND	-122.4607963	37.77642759	"(37.77642759449163, -122.46079633459014)"
VEHICLE THEFT	1/4/17	BAYVIEW	-122.391807	37.73121963	"(37.731219625994484, -122.39180699383971)"
VEHICLE THEFT	11/25/17	CENTRAL	-122.4189303	37.80735025	"(37.80735025163232, -122.41893030292408)"
VEHICLE THEFT	2/12/17	TARAVAL	-122.4681856	37.76113455	"(37.76113455064555, -122.46818556595717)"
VEHICLE THEFT	3/24/17	TENDERLOIN	-122.4078542	37.7854922	"(37.78549220446016, -122.40785423453767)"
VEHICLE THEFT	3/25/17	INGLESIDE	-122.4192415	37.70808298	"(37.708082976930136, -122.41924145585422)"
VEHICLE THEFT	7/19/17	PARK	-122.4405466	37.7717789	"(37.77177889901487, -122.44054661950756)"
VEHICLE THEFT	3/26/17	MISSION	-122.4172824	37.76849174	"(37.76849173897917, -122.4172823820122)"
VEHICLE THEFT	12/25/17	SOUTHERN	-122.4084371	37.78195439	"(37.7819543949998, -122.40843713528764)"
VEHICLE THEFT	5/7/17	SOUTHERN	-122.4018464	37.77903241	"(37.77903241362508, -122.40184636752176)"
VEHICLE THEFT	12/26/17	MISSION	-122.4273565	37.75089615	"(37.75089614966306, -122.42735646795066)"
VEHICLE THEFT	12/26/17	BAYVIEW	-122.4124696	37.72265851	"(37.72265851292119, -122.41246964363074)"
VEHICLE THEFT	12/21/17	NORTHERN	-122.4326809	37.78282145	"(37.78282144901397, -122.43268094292587)"
VEHICLE THEFT	1/13/17	TARAVAL	-122.4518719	37.71579411	"(37.71579411137427, -122.45187190148434)"
VEHICLE THEFT	2/12/17	INGLESIDE	-122.4419722	37.72300044	"(37.723000443380705, -122.44197217259962)"
VEHICLE THEFT	7/21/17	NORTHERN	-122.4183602	37.7831499	"(37.78314989782107, -122.41836018197363)"
VEHICLE THEFT	7/20/17	SOUTHERN	-122.3880886	37.78185486	"(37.78185486039502, -122.3880885701849)"
VEHICLE THEFT	3/22/17	MISSION	-122.4124654	37.75260011	"(37.752600110227895, -122.41246542239308)"
VEHICLE THEFT	3/22/17	MISSION	-122.4198279	37.76667376	"(37.76667375518354, -122.4198279299609)"
VEHICLE THEFT	7/20/17	INGLESIDE	-122.4123984	37.73405613	"(37.73405613200835, -122.41239837584257)"
VEHICLE THEFT	12/29/17	MISSION	-122.4184863	37.76349544	"(37.763495437314376, -122.4184862965745)"
VEHICLE THEFT	9/13/17	SOUTHERN	-122.4190712	37.77404766	"(37.774047662206954, -122.41907120075926)"
VEHICLE THEFT	5/17/17	SOUTHERN	-122.4113591	37.77649448	"(37.77649448087791, -122.41135913835731)"
VEHICLE THEFT	7/22/17	BAYVIEW	-122.4070157	37.73380591	"(37.73380590807506, -122.40701566325859)"
VEHICLE THEFT	4/8/17	MISSION	-122.4395497	37.75096255	"(37.750962554156224, -122.43954971606595)"
VEHICLE THEFT	5/19/17	RICHMOND	-122.4924168	37.78320717	"(37.78320716978882, -122.49241682554347)"
VEHICLE THEFT	4/11/17	SOUTHERN	-122.3973888	37.78255435	"(37.78255434524264, -122.39738878482612)"
VEHICLE THEFT	2/12/17	INGLESIDE	-122.4214428	37.72931117	"(37.72931117065498, -122.42144284734249)"
VEHICLE THEFT	12/2/17	BAYVIEW	-122.3938513	37.76530575	"(37.76530574553756, -122.39385131997689)"
VEHICLE THEFT	1/21/17	CENTRAL	-122.4188447	37.78982977	"(37.78982976695915, -122.41884474809824)"
VEHICLE THEFT	4/15/17	INGLESIDE	-122.438808	37.72360145	"(37.72360144835613, -122.43880804195048)"
VEHICLE THEFT	3/22/17	MISSION	-122.4442765	37.74849651	"(37.748496507769545, -122.44427646885758)"
VEHICLE THEFT	3/23/17	MISSION	-122.4115842	37.74861952	"(37.74861952126121, -122.41158419303424)"
VEHICLE THEFT	2/13/17	PARK	-122.4567694	37.74593003	"(37.745930034559585, -122.45676940502085)"
VEHICLE THEFT	5/29/17	RICHMOND	-122.4475175	37.78106943	"(37.78106943354417, -122.447517523122)"
VEHICLE THEFT	12/2/17	CENTRAL	-122.410962	37.80052737	"(37.80052736619736, -122.41096203838173)"
VEHICLE THEFT	6/3/17	PARK	-122.4450865	37.77315588	"(37.77315588154542, -122.44508650665661)"
VEHICLE THEFT	3/22/17	SOUTHERN	-122.4161051	37.77353295	"(37.77353294861315, -122.41610511799098)"
VEHICLE THEFT	6/5/17	INGLESIDE	-122.4136255	37.73901033	"(37.73901033489731, -122.4136254715616)"
VEHICLE THEFT	7/23/17	TARAVAL	-122.4673788	37.76491851	"(37.764918506835876, -122.46737881812246)"
VEHICLE THEFT	4/26/17	RICHMOND	-122.5049533	37.77723607	"(37.777236067436704, -122.50495325234957)"
VEHICLE THEFT	4/24/17	SOUTHERN	-122.4049344	37.78149872	"(37.781498721321796, -122.40493441333854)"
VEHICLE THEFT	6/7/17	MISSION	-122.4161097	37.75077189	"(37.7507718949448, -122.41610969927632)"
VEHICLE THEFT	12/2/17	RICHMOND	-122.4959709	37.77202917	"(37.77202916629589, -122.49597085720002)"
VEHICLE THEFT	11/28/17	NORTHERN	-122.4231684	37.77781574	"(37.77781574445775, -122.4231683787415)"
VEHICLE THEFT	12/2/17	NORTHERN	-122.43403	37.78983713	"(37.789837129352506, -122.4340299936926)"
VEHICLE THEFT	2/2/17	CENTRAL	-122.4100831	37.78856677	"(37.788566771986446, -122.4100830961906)"
VEHICLE THEFT	2/14/17	BAYVIEW	-122.3861007	37.73800201	"(37.7380020117208, -122.38610070321091)"
VEHICLE THEFT	6/11/17	BAYVIEW	-122.3995003	37.7445903	"(37.74459029641888, -122.39950033565954)"
VEHICLE THEFT	6/11/17	RICHMOND	-122.4586157	37.77867383	"(37.77867383266712, -122.45861566484878)"
VEHICLE THEFT	6/12/17	MISSION	-122.4130341	37.76679286	"(37.76679285541409, -122.4130340804708)"
VEHICLE THEFT	12/3/17	SOUTHERN	-122.4100658	37.77499068	"(37.77499067925927, -122.41006578160419)"
VEHICLE THEFT	12/3/17	NORTHERN	-122.4361524	37.79610606	"(37.79610605832338, -122.4361524316476)"
VEHICLE THEFT	12/3/17	CENTRAL	-122.402423	37.79938312	"(37.79938312200757, -122.40242303251405)"
VEHICLE THEFT	12/3/17	INGLESIDE	-122.4201842	37.72528155	"(37.72528155051238, -122.42018419072409)"
VEHICLE THEFT	3/29/17	CENTRAL	-122.4146881	37.79980832	"(37.799808321272835, -122.41468808884093)"
VEHICLE THEFT	3/29/17	CENTRAL	-122.4146881	37.79980832	"(37.799808321272835, -122.41468808884093)"
VEHICLE THEFT	12/1/17	MISSION	-122.4149199	37.7482311	"(37.7482311005325, -122.41491986054648)"
VEHICLE THEFT	4/28/17	BAYVIEW	-122.3849537	37.73263843	"(37.732638427048826, -122.384953741035)"
VEHICLE THEFT	2/9/17	PARK	-122.4394146	37.76142511	"(37.76142511377612, -122.43941459663851)"
VEHICLE THEFT	6/14/17	PARK	-122.4447825	37.77601628	"(37.77601628010817, -122.44478253966082)"
VEHICLE THEFT	12/4/17	RICHMOND	-122.4505914	37.78192652	"(37.78192652036975, -122.45059136505682)"
VEHICLE THEFT	7/25/17	SOUTHERN	-122.4005144	37.78865589	"(37.788655888761774, -122.40051435623442)"
VEHICLE THEFT	12/1/17	SOUTHERN	-122.4149989	37.77089466	"(37.7708946575771, -122.4149989131799)"
VEHICLE THEFT	7/25/17	RICHMOND	-122.4626927	37.78121707	"(37.78121707274743, -122.46269265614397)"
VEHICLE THEFT	4/28/17	BAYVIEW	-122.4080801	37.72652006	"(37.72652005872513, -122.40808010944447)"
VEHICLE THEFT	4/29/17	MISSION	-122.4363791	37.75195964	"(37.75195964131692, -122.43637905679066)"
VEHICLE THEFT	12/4/17	MISSION	-122.4214261	37.7601018	"(37.760101797052506, -122.42142614299549)"
VEHICLE THEFT	3/25/17	INGLESIDE	-122.4552378	37.70973993	"(37.70973993455085, -122.45523775796606)"
VEHICLE THEFT	7/26/17	NORTHERN	-122.4214772	37.78615274	"(37.78615273522013, -122.42147716211797)"
VEHICLE THEFT	11/22/17	MISSION	-122.4143039	37.76058643	"(37.760586430720736, -122.41430393052177)"
VEHICLE THEFT	10/29/17	TARAVAL	-122.4744446	37.7183022	"(37.71830220476605, -122.47444463959467)"
VEHICLE THEFT	3/25/17	RICHMOND	-122.4588606	37.78125509	"(37.78125509354836, -122.45886061567023)"
VEHICLE THEFT	3/25/17	SOUTHERN	-122.3971626	37.78229764	"(37.78229763576056, -122.39716256684935)"
VEHICLE THEFT	12/4/17	INGLESIDE	-122.438208	37.73772239	"(37.73772239467244, -122.43820795840556)"
VEHICLE THEFT	3/26/17	NORTHERN	-122.4195075	37.7763701	"(37.776370098145485, -122.41950754616855)"
VEHICLE THEFT	11/26/17	MISSION	-122.4266234	37.7541413	"(37.75414130144191, -122.4266234058627)"
VEHICLE THEFT	5/30/17	MISSION	-122.421436	37.75526705	"(37.75526704719899, -122.42143603297596)"
VEHICLE THEFT	2/14/17	BAYVIEW	-122.4068443	37.73940125	"(37.73940125281089, -122.40684425627677)"
VEHICLE THEFT	12/5/17	CENTRAL	-122.402205	37.79796746	"(37.79796746104528, -122.4022049517007)"
VEHICLE THEFT	2/17/17	INGLESIDE	-122.414428	37.74093451	"(37.740934512531275, -122.4144279945185)"
