Date,X,Y
8/24/17,-122.4428484,37.79997662
8/23/17,-122.4133852,37.74596158
1/2/17,-122.4123511,37.75743105
8/20/17,-122.4662047,37.77254054
1/4/17,-122.4051095,37.70885631
1/3/17,-122.4317184,37.77003401
4/12/17,-122.3986991,37.79888003
4/12/17,-122.4871504,37.77623387
4/12/17,-122.4822499,37.75217084
4/13/17,-122.4180908,37.78610075
8/20/17,-122.3938706,37.78605817
8/15/17,-122.4317472,37.72003384
8/27/17,-122.4056182,37.73480957
5/4/17,-122.4288097,37.76529913
8/27/17,-122.452896,37.77015015
1/3/17,-122.4699067,37.78361619
1/4/17,-122.4271681,37.76297198
8/27/17,-122.4110231,37.80116964
12/1/17,-122.4113329,37.76425169
1/4/17,-122.4344069,37.80005222
8/18/17,-122.4187155,37.79546608
12/2/17,-122.4140563,37.78279311
12/2/17,-122.4168291,37.7881787
8/28/17,-122.5005165,37.77556712
1/5/17,-122.4437477,37.70889462
1/29/17,-122.4803087,37.72022675
1/29/17,-122.4803087,37.72022675
8/29/17,-122.4285852,37.7527998
8/28/17,-122.4342944,37.77447475
8/29/17,-122.4518903,37.76984548
1/3/17,-122.4042644,37.7614568
8/28/17,-122.3982616,37.78677876
12/5/17,-122.4189303,37.80735025
12/5/17,-122.4189303,37.80735025
1/7/17,-122.3944615,37.72851006
8/29/17,-122.4398741,37.78524716
8/20/17,-122.4298504,37.77791806
1/6/17,-122.4174085,37.72401762
4/3/17,-122.402205,37.79796746
1/8/17,-122.4102935,37.78223059
5/7/17,-122.4310765,37.73049711
3/15/17,-122.4960199,37.75711505
8/30/17,-122.4155908,37.77509682
1/7/17,-122.4422597,37.76421945
12/7/17,-122.422513,37.77071077
5/5/17,-122.4493268,37.77352392
4/17/17,-122.496417,37.76175998
4/18/17,-122.4085621,37.73971648
8/30/17,-122.4139267,37.75090351
12/8/17,-122.4065391,37.75648641
8/30/17,-122.4720483,37.78539022
8/31/17,-122.5098954,37.7723132
8/17/17,-122.4022325,37.79843028
4/18/17,-122.4009838,37.77480785
12/11/17,-122.3828522,37.7256944
12/11/17,-122.4521274,37.78843738
1/26/17,-122.4289464,37.73736582
9/1/17,-122.417181,37.78957797
2/3/17,-122.4133118,37.73898359
1/26/17,-122.402187,37.75057991
4/19/17,-122.424845,37.74863252
9/1/17,-122.3980228,37.75862616
9/1/17,-122.4134804,37.73706899
12/13/17,-122.4258152,37.79927537
5/13/17,-122.4198423,37.77482262
12/13/17,-122.4013733,37.73802472
5/12/17,-122.4265894,37.76841217
9/2/17,-122.4473082,37.76392549
12/28/17,-122.3953087,37.77929702
9/1/17,-122.4383391,37.76900511
9/3/17,-122.4155082,37.78165428
1/28/17,-122.4004297,37.7421972
1/11/17,-122.4831608,37.75768099
9/4/17,-122.419525,37.78520495
1/30/17,-122.4199834,37.76827268
2/4/17,-122.3655654,37.8096707
9/1/17,-122.390575,37.76165277
9/4/17,-122.3855455,37.72897973
1/14/17,-122.4129975,37.75257225
9/2/17,-122.4206053,37.79430111
9/2/17,-122.4206053,37.79430111
9/2/17,-122.3982471,37.7399619
4/23/17,-122.4332315,37.72393208
1/10/17,-122.399305,37.7611251
12/18/17,-122.4835493,37.78575932
8/13/17,-122.4103235,37.78512252
9/6/17,-122.4693915,37.76203231
1/13/17,-122.421272,37.73115979
2/1/17,-122.4298362,37.77319579
9/5/17,-122.4343902,37.76584804
12/19/17,-122.4225263,37.77159621
5/13/17,-122.4154528,37.76610617
9/7/17,-122.4118463,37.73118231
12/22/17,-122.4070067,37.746008
9/9/17,-122.4351877,37.76267028
9/9/17,-122.4351877,37.76267028
9/1/17,-122.4503451,37.77429806
9/3/17,-122.4386831,37.7705914
9/2/17,-122.4415829,37.76276381
1/17/17,-122.4823853,37.74554407
1/15/17,-122.3891364,37.71873248
5/14/17,-122.4720529,37.78447434
9/10/17,-122.4050258,37.79250834
9/11/17,-122.4206419,37.78196082
9/11/17,-122.4220459,37.76653872
9/11/17,-122.4220459,37.76653872
